season,seasonStatus,playerId,role,roleExtended,playerName,club,initialQuote,currentOrFinalQuote,quoteDiff,quoteReturnPct,initialQuoteMantra,currentOrFinalQuoteMantra,quoteDiffMantra,fvm,fvmMantra,sourceFile
2019/20,completed,350,P,Por,Donnarumma G.,Milan,15,15,0,0,15,15,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,250,P,Por,Handanovic,Inter,18,14,-4,-22.22222222222222,18,14,-4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,1934,P,Por,Strakosha,Lazio,13,12,-1,-7.6923076923076925,13,12,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2792,P,Por,Musso,Udinese,9,12,3,33.33333333333333,9,12,3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,453,P,Por,Szczesny,Juventus,17,11,-6,-35.294117647058826,17,11,-6,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,159,P,Por,Sepe,Parma,8,10,2,25,8,10,2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,610,P,Por,Gollini,Atalanta,14,10,-4,-28.57142857142857,14,10,-4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2178,P,Por,Cragno,Cagliari,11,10,-1,-9.090909090909092,11,10,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2211,P,Por,Silvestri,Verona,6,10,4,66.66666666666666,6,10,4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,1917,P,Por,Dragowski,Fiorentina,11,9,-2,-18.181818181818183,11,9,-2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4419,P,Por,Pau Lopez,Roma,14,9,-5,-35.714285714285715,14,9,-5,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2179,P,Por,Sirigu,Torino,14,8,-6,-42.857142857142854,14,8,-6,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2468,P,Por,Ospina,Napoli,3,8,5,166.66666666666669,3,8,5,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,509,P,Por,Consigli,Sassuolo,10,7,-3,-30,10,7,-3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,133,P,Por,Skorupski,Bologna,9,6,-3,-33.33333333333333,9,7,-2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,572,P,Por,Meret,Napoli,15,6,-9,-60,15,7,-8,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,761,P,Por,Audero,Sampdoria,11,6,-5,-45.45454545454545,11,6,-5,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2815,P,Por,Terracciano,Fiorentina,1,6,5,500,1,6,5,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,218,P,Por,Perin,Genoa,1,5,4,400,1,5,4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,316,P,Por,Berisha,SPAL,8,5,-3,-37.5,8,5,-3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,385,P,Por,Gabriel,Lecce,6,5,-1,-16.666666666666664,6,5,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4425,P,Por,Joronen,Brescia,6,5,-1,-16.666666666666664,6,5,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4,P,Por,Sportiello,Atalanta,1,3,2,200,1,3,2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,41,P,Por,Mirante,Roma,1,3,2,200,1,3,2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,282,P,Por,Buffon,Juventus,4,3,-1,-25,4,3,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,510,P,Por,Pegolo,Sassuolo,1,3,2,200,1,3,2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,1930,P,Por,Pinsoglio,Juventus,1,2,1,100,1,2,1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4441,P,Por,Andrenacci,Brescia,1,2,1,100,1,2,1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,3,P,Por,Radunovic,Verona,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,40,P,Por,Da Costa,Bologna,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,42,P,Por,Sarr M.,Bologna,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,97,P,Por,Seculin,Sampdoria,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,216,P,Por,Donnarumma An.,Milan,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,220,P,Por,Ujkani,Torino,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,248,P,Por,Berni,Inter,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,317,P,Por,Guerrieri,Lazio,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,318,P,Por,Marchetti,Genoa,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,412,P,Por,Colombi,Parma,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,542,P,Por,Ichazo,Genoa,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,543,P,Por,Padelli,Inter,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,570,P,Por,Karnezis,Napoli,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,611,P,Por,Rafael,Cagliari,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,673,P,Por,Perisan,Udinese,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,1843,P,Por,Radu I.,Parma,8,1,-7,-87.5,8,1,-7,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2134,P,Por,Falcone,Sampdoria,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2271,P,Por,Nicolas,Udinese,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2297,P,Por,Rossi F.,Atalanta,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2761,P,Por,Vodisek,Genoa,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2770,P,Por,Proto,Lazio,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2781,P,Por,Fuzato,Roma,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2790,P,Por,Rosati,Torino,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2809,P,Por,Vigorito,Lecce,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4351,P,Por,Brancolini,Fiorentina,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4440,P,Por,Alfonso,Brescia,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4485,P,Por,Thiam D.,SPAL,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4491,P,Por,Berardi A.,Verona,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4518,P,Por,Russo A.,Sassuolo,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4520,P,Por,Letica,SPAL,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4523,P,Por,Avogadri,Sampdoria,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4867,P,Por,Turati,Sassuolo,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4878,P,Por,Begovic,Milan,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4883,P,Por,Breza,Bologna,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4929,P,Por,Ciocci,Cagliari,1,1,0,0,1,1,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2160,D,E,Gosens,Atalanta,15,27,12,80,14,26,12,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2707,D,Dd;Ds;E,Young,Inter,9,21,12,133.33333333333331,10,21,11,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4292,D,Ds;E,Hernandez T.,Milan,8,20,12,150,8,20,12,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,322,D,Dc,De Vrij,Inter,13,17,4,30.76923076923077,13,17,4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,513,D,Dc,Acerbi,Lazio,14,16,2,14.285714285714285,14,16,2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2164,D,Dd;Dc,Milenkovic,Fiorentina,9,16,7,77.77777777777779,10,15,5,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,286,D,Dc,Bonucci,Juventus,11,15,4,36.36363636363637,11,15,4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2759,D,Ds;Dc;E,Criscito,Genoa,13,15,2,15.384615384615385,15,14,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,581,D,Dd;E,Faraoni,Verona,4,14,10,250,4,14,10,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2214,D,Ds;E,Kolarov,Roma,15,14,-1,-6.666666666666667,15,14,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4245,D,Dc,Smalling,Roma,11,13,2,18.181818181818183,11,13,2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,546,D,Dd;E,Bruno Peres,Roma,1,12,11,1100,1,12,11,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,695,D,Dc,Toloi,Atalanta,10,12,2,20,10,12,2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,73,D,Ds;Dc,Gagliolo,Parma,7,11,4,57.14285714285714,8,11,3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,252,D,Ds;E,Biraghi,Inter,10,11,1,10,10,11,1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,787,D,Dc,Djimsiti,Atalanta,8,11,3,37.5,8,11,3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2315,D,Dd;Dc;E,Stryger Larsen,Udinese,7,11,4,57.14285714285714,8,11,3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4428,D,Dc,De Ligt,Juventus,14,11,-3,-21.428571428571427,14,11,-3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,459,D,Dc,Manolas,Napoli,13,10,-3,-23.076923076923077,13,10,-3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,460,D,Dc,Romagnoli,Milan,14,10,-4,-28.57142857142857,14,10,-4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,1852,D,Ds;E,Spinazzola,Roma,7,10,3,42.857142857142854,7,10,3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2197,D,E,Castagne,Atalanta,14,10,-4,-28.57142857142857,13,9,-4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2309,D,Dc,Pezzella Ger.,Fiorentina,10,10,0,0,10,10,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2816,D,Dd;E,Di Lorenzo,Napoli,11,10,-1,-9.090909090909092,11,10,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,253,D,Dd;Ds;Dc,D'ambrosio,Inter,9,9,0,0,12,9,-3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2285,D,Dc,Bani,Bologna,5,9,4,80,4,9,5,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4521,D,Dd;Dc,Muldur,Sassuolo,3,9,6,200,3,9,6,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,578,D,Dc,Danilo Lar.,Bologna,8,8,0,0,8,8,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,662,D,Ds;E,Alex Sandro,Juventus,14,8,-6,-42.857142857142854,14,8,-6,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,798,D,Dc,Skriniar,Inter,15,8,-7,-46.666666666666664,15,8,-7,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,1864,D,Dc,Bruno Alves,Parma,9,8,-1,-11.11111111111111,9,8,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2181,D,Dc,Palomino,Atalanta,9,8,-1,-11.11111111111111,9,8,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2280,D,Dc,Nuytinck,Udinese,4,8,4,100,4,8,4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2296,D,Dc,Mancini,Roma,14,8,-6,-42.857142857142854,14,8,-6,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2446,D,Dd;E,Donati,Lecce,2,8,6,300,2,8,6,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2525,D,Dd;Ds;E,Darmian,Parma,8,8,0,0,9,8,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2788,D,Dc,Bremer,Torino,4,8,4,100,4,8,4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,288,D,Dc,Chiellini,Juventus,14,7,-7,-50,14,7,-7,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,791,D,Dd;E,Sabelli,Brescia,6,7,1,16.666666666666664,6,7,1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2006,D,Dd;E,Lirola,Fiorentina,11,7,-4,-36.36363636363637,11,7,-4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2120,D,Dc,Bastoni,Inter,4,7,3,75,4,7,3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2335,D,Dc,Luiz Felipe,Lazio,7,7,0,0,7,7,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2572,D,Dc,Godin,Inter,14,7,-7,-50,14,7,-7,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2801,D,Dd;Dc,Iacoponi,Parma,4,7,3,75,4,7,3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4409,D,Dd;Ds;Dc,Rrahmani,Verona,4,7,3,75,5,7,2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4530,D,Ds;E,Kyriakopoulos,Sassuolo,2,7,5,250,2,7,5,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4895,D,Dc,Yoshida,Sampdoria,7,7,0,0,7,7,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,140,D,Dd;Ds;E,Hysaj,Napoli,7,6,-1,-14.285714285714285,7,6,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,244,D,Dd;E,Ghiglione,Genoa,3,6,3,100,3,6,3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,287,D,Dd;Dc,Caceres,Fiorentina,4,6,2,50,4,6,2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,329,D,Ds;Dc,Radu,Lazio,7,6,-1,-14.285714285714285,7,6,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,550,D,Dd;Dc,Maksimovic,Napoli,5,6,1,20,5,6,1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2130,D,E,Hateboer,Atalanta,16,6,-10,-62.5,15,5,-10,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2289,D,Ds;E,Dalbert,Fiorentina,3,6,3,100,3,6,3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2728,D,Ds;E,Pellegrini Lu.,Cagliari,6,6,0,0,6,6,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4237,D,Dd;Ds;E,Danilo,Juventus,11,6,-5,-45.45454545454545,12,6,-6,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4421,D,Ds;E,Augello,Sampdoria,4,6,2,50,4,6,2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4422,D,Dd;Dc,Tomiyasu,Bologna,4,6,2,50,4,6,2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4426,D,Dd;Ds;E,Toljan,Sassuolo,7,6,-1,-14.285714285714285,8,7,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4495,D,Dc,Kumbulla,Verona,1,6,5,500,1,6,5,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4891,D,Dc,Soumaoro,Genoa,4,6,2,50,4,6,2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,139,D,Dc,Dermaku,Parma,4,5,1,25,4,5,1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,226,D,Dd;Dc,Izzo,Torino,16,5,-11,-68.75,16,5,-11,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,357,D,Dd;E,Calabria,Milan,9,5,-4,-44.44444444444444,9,5,-4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,1866,D,Dc,Ceppitelli,Cagliari,7,5,-2,-28.57142857142857,7,5,-2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,1895,D,Dc,Ferrari G.,Sassuolo,9,5,-4,-44.44444444444444,9,5,-4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2141,D,Dd;E,Depaoli,Sampdoria,6,5,-1,-16.666666666666664,6,5,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2241,D,Dc,Lucioni,Lecce,5,5,0,0,5,5,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2288,D,Dc,N'koulou,Torino,15,5,-10,-66.66666666666666,15,5,-10,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2318,D,Ds;E,Rogerio,Sassuolo,7,5,-2,-28.57142857142857,7,5,-2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2633,D,Dc,Kjaer,Milan,8,5,-3,-37.5,8,5,-3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2784,D,Dc,Colley,Sampdoria,7,5,-2,-28.57142857142857,7,5,-2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4307,D,Dc,Romero,Genoa,9,5,-4,-44.44444444444444,9,5,-4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4323,D,Ds;E,Zeegelaar,Udinese,3,5,2,66.66666666666666,3,5,2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4412,D,Dc,Rodrigo Becao,Udinese,7,5,-2,-28.57142857142857,7,5,-2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4429,D,Dc,Chancellor,Brescia,5,5,0,0,5,5,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4470,D,Ds;E,Calderoni,Lecce,6,5,-1,-16.666666666666664,6,5,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4899,D,Dd;Dc;E,Singo,Torino,1,5,4,400,1,5,4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,15,D,Dd;Dc,Masiello,Genoa,7,4,-3,-42.857142857142854,7,4,-3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,106,D,Dd;Ds;E,Mattiello,Cagliari,5,4,-1,-20,6,4,-2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,142,D,Ds;E,Mario Rui,Napoli,5,4,-1,-20,5,4,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,224,D,Dc,De Maio,Udinese,6,4,-2,-33.33333333333333,6,4,-2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,327,D,Dd;Dc;E,Patric,Lazio,2,4,2,100,2,4,2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,392,D,Dc,Koulibaly,Napoli,16,4,-12,-75,16,4,-12,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,790,D,Ds;Dc,Samir,Udinese,7,4,-3,-42.857142857142854,7,4,-3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,1869,D,Dd;Ds;Dc,Pisacane,Cagliari,4,4,0,0,5,4,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2192,D,Dc,Bonifazi,SPAL,8,4,-4,-50,8,4,-4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2355,D,Dc,Marlon,Sassuolo,6,4,-2,-33.33333333333333,6,4,-2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2758,D,Dc,Gunter,Verona,5,4,-1,-20,5,4,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2870,D,Dc,Troost-Ekong,Udinese,5,4,-1,-20,5,4,-1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4920,D,Dc,Papetti,Brescia,1,4,3,300,1,4,3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,50,D,Dd;Ds;E,Mbaye,Bologna,5,3,-2,-40,6,3,-3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,254,D,Ds;E,Dimarco,Verona,3,3,0,0,3,3,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,261,D,Dc,Ranocchia,Inter,2,3,1,50,2,3,1,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,365,D,Dc,Zapata C.,Genoa,8,3,-5,-62.5,8,3,-5,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,423,D,Dd;E,Rispoli,Lecce,5,3,-2,-40,5,3,-2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,487,D,Dd;E,De Silvestri,Torino,10,3,-7,-70,10,3,-7,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,770,D,Ds;E,Pezzella Giu.,Parma,5,3,-2,-40,5,3,-2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,780,D,Dc,Cionek,SPAL,7,3,-4,-57.14285714285714,7,3,-4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,1896,D,Ds;E,Martella,Brescia,6,3,-3,-50,6,3,-3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,1999,D,E,Lukaku J.,Lazio,3,3,0,0,3,3,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2083,D,Dd;Dc,Biraschi,Genoa,8,3,-5,-62.5,8,3,-5,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2174,D,Dd;Ds;E,Venuti,Fiorentina,4,3,-1,-25,5,2,-3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2261,D,Dc,Vicari,SPAL,7,3,-4,-57.14285714285714,7,3,-4,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2279,D,Dc,Romagna,Sassuolo,5,3,-2,-40,5,3,-2,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2739,D,Ds;E,Reca,SPAL,4,3,-1,-25,3,3,0,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2865,D,E,Aina,Torino,8,3,-5,-62.5,8,3,-5,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,2871,D,Dc,Klavan,Cagliari,6,3,-3,-50,6,3,-3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4332,D,Dc,Demiral,Juventus,8,3,-5,-62.5,8,3,-5,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
2019/20,completed,4373,D,Dd;Ds;E,Mateju,Brescia,5,3,-2,-40,6,3,-3,0,0,Quotazioni_Fantacalcio_Stagione_2019_20.xlsx
