season,seasonStatus,playerId,role,roleExtended,playerName,club,initialQuote,currentOrFinalQuote,quoteDiff,quoteReturnPct,initialQuoteMantra,currentOrFinalQuoteMantra,quoteDiffMantra,fvm,fvmMantra,sourceFile
2022/23,completed,5740,D,Dd;E,Zanotti,Inter,1,1,0,0,1,1,0,1,1,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5849,D,Ds;E,Buta,Udinese,1,1,0,0,1,1,0,1,1,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5994,D,Ds;E,Ebosse,Udinese,4,1,-3,-75,4,1,-3,1,1,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,6043,D,Dc,Sosa,Bologna,2,1,-1,-50,2,1,-1,1,1,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,6056,D,Dc,Guarino,Empoli,1,1,0,0,1,1,0,1,1,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,6118,D,Ds;E,Moutinho J.,Spezia,2,1,-1,-50,2,1,-1,3,3,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,6139,D,Dd;E,Zeefuik,Verona,4,1,-3,-75,4,1,-3,2,2,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,6149,D,Ds;E,Carboni F.,Monza,1,1,0,0,1,1,0,1,1,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5839,C,W;A,Kvaratskhelia,Napoli,18,33,15,83.33333333333334,18,33,15,238,238,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,632,C,W;A,Zaccagni,Lazio,20,28,8,40,20,28,8,180,180,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,645,C,C;T,Milinkovic-Savic,Lazio,29,25,-4,-13.793103448275861,29,25,-4,193,193,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,335,C,W;A,Felipe Anderson,Lazio,19,23,4,21.052631578947366,19,23,4,96,96,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,795,C,W;A,El Shaarawy,Roma,9,23,14,155.55555555555557,9,23,14,44,44,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,2379,C,C,Rabiot,Juventus,7,23,16,228.57142857142856,7,23,16,78,78,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,2085,C,T,Luis Alberto,Lazio,18,22,4,22.22222222222222,17,22,5,88,88,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,2167,C,W;A,Orsolini,Bologna,15,22,7,46.666666666666664,15,22,7,92,92,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4486,C,W,Strefezza,Lecce,13,22,9,69.23076923076923,13,22,9,78,78,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5685,C,C;T,Koopmeiners,Atalanta,15,22,7,46.666666666666664,15,22,7,70,70,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,1870,C,C,Barella,Inter,20,21,1,5,19,21,2,73,73,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5687,C,W;T,Vlasic,Torino,15,21,6,40,15,21,6,68,68,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,152,C,C;T,Zielinski,Napoli,19,20,1,5.263157894736842,19,20,1,61,61,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,302,C,W;T,Pereyra,Udinese,18,20,2,11.11111111111111,18,20,2,64,67,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,332,C,W,Candreva,Salernitana,17,20,3,17.647058823529413,17,20,3,62,62,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,2848,C,C,Frattesi,Sassuolo,16,20,4,25,16,20,4,68,68,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4825,C,W;T,Diaz B.,Milan,11,20,9,81.81818181818183,11,20,9,54,56,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5001,C,T;A,Miranchuk,Torino,8,20,12,150,8,20,12,42,42,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5858,C,C;T,Ferguson,Bologna,5,20,15,300,5,20,15,54,54,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5880,C,T;A,Ciurria,Monza,3,20,17,566.6666666666667,3,20,17,34,32,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,236,C,E;W,Lazovic,Verona,13,19,6,46.15384615384615,13,19,6,41,41,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,2194,C,T,Calhanoglu,Inter,19,19,0,0,18,19,1,61,61,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4479,C,C;T,Elmas,Napoli,11,19,8,72.72727272727273,11,19,8,38,38,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5850,C,C;T,Lovric,Udinese,6,19,13,216.66666666666666,6,19,13,58,58,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4220,C,M;C,Zambo Anguissa,Napoli,11,18,7,63.63636363636363,12,18,6,40,40,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5119,C,T,Samardzic,Udinese,8,18,10,125,8,18,10,22,20,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5823,C,T;A,Baldanzi,Empoli,1,17,16,1600,1,17,16,37,37,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,367,C,C;W;T,Bonaventura,Fiorentina,14,16,2,14.285714285714285,16,16,0,41,41,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,2741,C,C;T,Pessina,Monza,13,16,3,23.076923076923077,13,16,3,43,43,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4449,C,M;C,Tonali,Milan,16,16,0,0,16,16,0,50,56,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4711,C,E;W,Kostic,Juventus,15,16,1,6.666666666666667,18,17,-1,64,64,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,265,C,M;C,Brozovic,Inter,15,15,0,0,15,15,0,27,30,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,376,C,W;T,Verdi,Verona,13,15,2,15.384615384615385,13,15,2,22,22,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,2002,C,W;A,Chiesa,Juventus,25,15,-10,-40,25,15,-10,35,35,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4287,C,M;C,Lobotka,Napoli,11,15,4,36.36363636363637,12,15,3,50,50,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4465,C,C;T,Fagioli,Juventus,3,15,12,400,3,15,12,29,29,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4970,C,W,Messias,Milan,14,14,0,0,14,14,0,20,18,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5878,C,C;T,Colpani,Monza,4,14,10,250,4,14,10,12,12,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,530,C,T,Pellegrini Lo.,Roma,27,13,-14,-51.85185185185185,26,13,-13,64,64,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,536,C,W;A,Politano,Napoli,15,13,-2,-13.333333333333334,15,13,-2,28,28,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,2077,C,T,Pasalic,Atalanta,22,13,-9,-40.909090909090914,21,13,-8,40,36,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,2528,C,M,Matic,Roma,7,13,6,85.71428571428571,7,13,6,21,21,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,2529,C,T;A,Mkhitaryan,Inter,16,13,-3,-18.75,16,13,-3,33,30,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,2638,C,C;T,Wijnaldum,Roma,17,13,-4,-23.52941176470588,17,13,-4,47,47,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,2818,C,M;C,Bennacer,Milan,10,13,3,30,10,13,3,28,31,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4658,C,W;A,Ikone',Fiorentina,14,13,-1,-7.142857142857142,14,13,-1,30,30,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4869,C,M;C,Dominguez,Bologna,8,13,5,62.5,9,13,4,33,35,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5063,C,W,Radonjic,Torino,7,13,6,85.71428571428571,7,13,6,21,21,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,6054,C,M;C,Moro N.,Bologna,5,13,8,160,6,12,6,13,14,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,22,C,M,De Roon,Atalanta,7,12,5,71.42857142857143,7,12,5,22,25,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,150,C,W;T,Saponara,Fiorentina,11,12,1,9.090909090909092,11,12,1,17,19,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,303,C,C;T,Pogba,Juventus,24,12,-12,-50,24,12,-12,10,10,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5007,C,C;T,Ilic,Torino,13,12,-1,-7.6923076923076925,13,12,-1,28,28,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5453,C,M;C,Ricci S.,Torino,7,12,5,71.42857142857143,7,12,5,37,37,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5504,C,M;C,Coulibaly L.,Salernitana,6,12,6,100,6,12,6,18,18,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5511,C,M;C,Matheus Henrique,Sassuolo,6,12,6,100,7,12,5,20,23,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,1933,C,M;C,Mandragora,Fiorentina,9,11,2,22.22222222222222,9,11,2,22,25,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,1978,C,C;T,Sensi,Monza,12,11,-1,-8.333333333333332,12,11,-1,14,14,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,2172,C,T,Barak,Fiorentina,22,11,-11,-50,21,10,-11,21,18,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,6061,C,W;A,Oudin,Lecce,5,11,6,120,5,11,6,14,14,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,827,C,M;C,Locatelli,Juventus,14,10,-4,-28.57142857142857,14,10,-4,29,33,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,2117,C,C;T,Kastanos,Salernitana,5,10,5,100,5,10,5,11,11,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4377,C,C;T,Castrovilli,Fiorentina,9,10,1,11.11111111111111,9,10,1,25,25,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4459,C,M;C,Rovella,Monza,3,10,7,233.33333333333334,3,10,7,16,17,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4892,C,W,Saelemaekers,Milan,8,10,2,25,8,10,2,20,18,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4965,C,M;C,Marin,Empoli,7,10,3,42.857142857142854,8,10,2,13,15,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5422,C,E;W,Zalewski,Roma,7,10,3,42.857142857142854,7,10,3,16,17,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5451,C,T,Bajrami,Sassuolo,18,10,-8,-44.44444444444444,17,10,-7,16,16,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5792,C,C;T,Ederson D.s.,Atalanta,13,10,-3,-23.076923076923077,13,10,-3,21,21,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5870,C,M;C,Hjulmand,Lecce,6,10,4,66.66666666666666,7,10,3,22,26,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5995,C,T;A,De Ketelaere,Milan,21,10,-11,-52.38095238095239,20,10,-10,12,12,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,6025,C,E;C,Vilhena,Salernitana,8,10,2,25,9,10,1,21,24,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,6112,C,W;A,Iling Junior,Juventus,1,10,9,900,1,10,9,3,3,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,181,C,M;C,Vecino,Lazio,6,9,3,50,7,9,2,10,11,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,2825,C,M;C,Bourabia,Spezia,4,9,5,125,4,9,5,12,12,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4896,C,T;A,Maldini,Spezia,2,9,7,350,2,9,7,2,2,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5423,C,C,Bove,Roma,1,9,8,800,1,9,8,5,5,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5844,C,C;T,Thorstvedt,Sassuolo,9,9,0,0,9,9,0,8,8,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,779,C,M;C,Cristante,Roma,9,8,-1,-11.11111111111111,9,8,-1,20,22,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,2253,C,C,Bandinelli,Empoli,6,8,2,33.33333333333333,5,8,3,10,10,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,2392,C,M,Walace,Udinese,7,8,1,14.285714285714285,7,8,1,12,12,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,2625,C,C;T,Soriano,Bologna,12,8,-4,-33.33333333333333,12,8,-4,3,4,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4393,C,M;C,Schouten,Bologna,8,8,0,0,9,8,-1,14,16,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4515,C,T;A,Agudelo,Spezia,9,8,-1,-11.11111111111111,8,7,-1,13,12,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5286,C,M;C,Akpa Akpro,Empoli,2,8,6,300,3,7,4,9,9,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5688,C,M;C,Harroui,Sassuolo,2,8,6,300,2,8,6,10,10,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5869,C,M;C,Blin,Lecce,2,8,6,300,2,8,6,10,10,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,333,C,M;C,Cataldi,Lazio,8,7,-1,-12.5,8,7,-1,12,13,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,526,C,M;C,Duncan,Fiorentina,7,7,0,0,7,7,0,7,7,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,697,C,E;W,Cuadrado,Juventus,15,7,-8,-53.333333333333336,15,7,-8,22,22,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,2008,C,C,Linetty,Torino,5,7,2,40,4,7,3,11,11,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,2839,C,W;A,Sottil,Fiorentina,8,7,-1,-12.5,8,7,-1,10,10,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4992,C,W;A,Gyasi,Spezia,10,7,-3,-30,10,7,-3,10,10,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5287,C,M;C,Arslan,Udinese,6,7,1,16.666666666666664,6,7,1,8,8,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5705,C,M;C,Galdames,Cremonese,3,7,4,133.33333333333331,3,7,4,8,8,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5813,C,C;T,Miretti,Juventus,2,7,5,250,2,7,5,8,8,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5863,C,M;C,Castagnetti,Cremonese,4,7,3,75,5,7,2,5,5,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5999,C,C,Gonzalez J.,Lecce,2,7,5,250,2,7,5,8,8,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,27,C,M;C,Grassi,Empoli,6,6,0,0,7,6,-1,3,4,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,148,C,C;T,Krunic,Milan,7,6,-1,-14.285714285714285,6,6,0,13,13,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,2161,C,C,Haas,Empoli,3,6,3,100,3,6,3,6,6,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,2334,C,W,Leris,Sampdoria,3,6,3,100,3,6,3,9,9,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,2391,C,M;C,Ekdal,Spezia,7,6,-1,-14.285714285714285,7,6,-1,12,12,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,2789,C,M;C,Meite',Cremonese,7,6,-1,-14.285714285714285,8,6,-2,7,8,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4342,C,T,Duda,Verona,9,6,-3,-33.33333333333333,8,6,-2,13,13,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4364,C,C;T,Gaetano,Napoli,4,6,2,50,4,6,2,5,5,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4408,C,M;C,Esposito Sa.,Spezia,5,6,1,20,6,6,0,12,12,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4681,C,M;C,Lopez M.,Sassuolo,9,6,-3,-33.33333333333333,10,6,-4,23,25,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4890,C,M;C,Tameze,Verona,14,6,-8,-57.14285714285714,14,6,-8,12,13,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5298,C,C;T,Pobega,Milan,9,6,-3,-33.33333333333333,9,6,-3,10,10,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5784,C,C,Aebischer,Bologna,4,6,2,50,3,6,3,7,7,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5798,C,M;C,Bohinen,Salernitana,7,6,-1,-14.285714285714285,7,6,-1,8,9,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5812,C,E;M,Terracciano F.,Verona,1,6,5,500,1,6,5,3,3,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5834,C,M;C,Marcos Antonio,Lazio,10,6,-4,-40,11,6,-5,8,10,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5884,C,M;C,Ranocchia F.,Monza,2,6,4,200,2,6,4,6,6,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,468,C,M;C,Paredes,Juventus,13,5,-8,-61.53846153846154,15,5,-10,8,8,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,557,C,C,Benassi,Cremonese,3,5,2,66.66666666666666,3,5,2,7,7,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,666,C,C;T,Machin,Monza,4,5,1,25,4,5,1,8,8,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,2154,C,W;T,Vignato,Empoli,3,5,2,66.66666666666666,3,5,2,5,5,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4260,C,M;C,Winks,Sampdoria,6,5,-1,-16.666666666666664,7,5,-2,8,8,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4522,C,M;C,Amrabat,Fiorentina,8,5,-3,-37.5,8,5,-3,14,16,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5457,C,C,Maleh,Lecce,3,5,2,66.66666666666666,3,5,2,8,8,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5674,C,C,Basic,Lazio,5,5,0,0,4,5,1,6,6,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5735,C,T,Volpato,Roma,1,5,4,400,1,5,4,1,1,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5879,C,T;A,Vignato S.,Monza,1,5,4,400,1,5,4,1,1,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,6010,C,C;T,Fazzini,Empoli,1,5,4,400,1,5,4,8,8,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,238,C,M,Rincon,Sampdoria,6,4,-2,-33.33333333333333,6,4,-2,6,6,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,1995,C,W;T,Djuricic,Sampdoria,13,4,-9,-69.23076923076923,13,4,-9,10,10,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4143,C,C;T,Ndombele',Napoli,11,4,-7,-63.63636363636363,11,4,-7,14,14,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4349,C,M;C,Nicolussi Caviglia,Salernitana,3,4,1,33.33333333333333,3,4,1,6,6,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4498,C,C;T,Henderson L.,Empoli,8,4,-4,-50,8,4,-4,6,6,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4701,C,C;T,Cuisance,Sampdoria,4,4,0,0,4,4,0,6,6,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5776,C,W;A,Ceide,Sassuolo,2,4,2,100,2,4,2,2,2,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5857,C,M,Pickel,Cremonese,4,4,0,0,4,4,0,7,7,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,6117,C,C,Tahirovic,Roma,1,4,3,300,1,4,3,3,3,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,2011,C,M;C,Miguel Veloso,Verona,6,3,-3,-50,6,3,-3,7,7,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4376,C,C,Zurkowski,Spezia,8,3,-5,-62.5,8,3,-5,8,8,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4501,C,M;C,Obiang,Sassuolo,2,3,1,50,2,3,1,10,11,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4921,C,C,Askildsen,Lecce,3,3,0,0,3,3,0,4,4,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5397,C,C;T,Kovalenko,Spezia,7,3,-4,-57.14285714285714,7,3,-4,5,5,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5486,C,C,Crnigoj,Salernitana,5,3,-2,-40,5,3,-2,6,6,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5772,C,C;T,Pyyhtia,Bologna,1,3,2,200,1,3,2,1,1,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,6024,C,M;C,Sulemana I.,Verona,1,3,2,200,1,3,2,4,4,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,6058,C,M;C,Camara Ma.,Roma,7,3,-4,-57.14285714285714,8,3,-5,3,3,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,6162,C,M,Abildgaard,Verona,3,3,0,0,3,3,0,4,4,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,801,C,M;C,Gagliardini,Inter,8,2,-6,-75,8,2,-6,4,5,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,2274,C,C;T,Valoti,Monza,5,2,-3,-60,5,2,-3,6,6,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,2639,C,M,Bakayoko,Milan,2,2,0,0,2,2,0,2,2,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4988,C,C;T,Maggiore,Salernitana,10,2,-8,-80,10,2,-8,8,8,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5719,C,M;C,Asllani,Inter,8,2,-6,-75,8,2,-6,4,5,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5788,C,T;A,Sabiri,Sampdoria,15,2,-13,-86.66666666666667,15,2,-13,4,3,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5998,C,W;A,Zerbin,Napoli,1,2,1,100,1,2,1,3,3,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,6005,C,C;T,Ilkhan,Sampdoria,3,2,-1,-33.33333333333333,3,2,-1,3,3,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,6131,C,M,Paoletti,Sampdoria,1,2,1,100,1,2,1,1,1,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,6142,C,C;W;T,Cipot,Spezia,1,2,1,100,1,2,1,2,2,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,6157,C,W;T;A,Malagrida,Sampdoria,1,2,1,100,1,2,1,1,1,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,21,C,E;W,D'alessandro,Monza,1,1,0,0,2,1,-1,1,1,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,1901,C,M;C,Barberis,Monza,7,1,-6,-85.71428571428571,7,1,-6,1,1,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,2855,C,M;C,Vieira,Torino,4,1,-3,-75,4,1,-3,4,4,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,4725,C,M,Demme,Napoli,4,1,-3,-75,4,1,-3,2,2,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5420,C,M;C,Darboe,Roma,1,1,0,0,1,1,0,1,1,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5425,C,T,Urbanski,Bologna,1,1,0,0,1,1,0,1,1,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5442,C,M;C,Bertini,Lazio,1,1,0,0,1,1,0,1,1,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5510,C,W;A,Romero L.,Lazio,2,1,-1,-50,2,1,-1,4,4,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5516,C,M;C,Bianco,Fiorentina,1,1,0,0,1,1,0,1,1,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
2022/23,completed,5517,C,M,Yepes,Sampdoria,3,1,-2,-66.66666666666666,3,1,-2,1,1,Quotazioni_Fantacalcio_Stagione_2022_23.xlsx
