modelId,seasonBasis,participantCount,capitalDistribution,targetAverageCapitalEur,feeScenarioId,buyFeePct,sellFeePct,strategy,strategySource,strategyModelFamily,sourceAvgRoiPct,sourceVolatilityPct,sourceBaseFeeRatioPct,estimatedTurnoverMultiplier,effectiveFeeRatioPct,avgTotalCapitalDepositedEur,avgTotalCommissionsEur,avgFinalLiquidationValuePaidEur,avgAggregateUserProfitLossEur,avgWeightedUserRoiPct,avgSystemCashInEur,avgSystemCashOutEur,avgSystemNetEur,pctScenariosSystemNetNegative,avgReserveNeedEur,p95ReserveNeedEur,p99ReserveNeedEur,recommendedReserveRatioPct,exposureToWinningUsersAvgEur,winningUsersPctAvg,valueEffectVsBalancedPctPoints,whaleReserveRatioMultiplierVsMedium,minBreakEvenFeePerSidePct,safetyFeePerSidePct,userAttractivenessScore,operationalRisk,legalRegulatoryRisk,regulatoryRiskNote,isAutosufficientOnAverage
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_1_SELL_1,1,1,HOLD,intraseason_trading_backtest completed seasons with synthetic round quotes,intraseason_trading,5.2969,3.2447,3.29,0,2,3003.15,60.06,3200.84,197.69,6.5836,3063.21,3200.84,-137.63,100,137.63,177.73,194.05,5.9181,197.69,100,0,0,4.3,5.89,59.48,HIGH,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",false
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_1_SELL_1,1,1,VALUE,historical_strategy_backtest completed seasons plus full_rules policy PLAYER_ZERO_TEAM_EXCLUDE,full_rules_static_roster,6.5707,5.2445,4,0,2,3000.1,60,3257.76,257.67,8.5872,3060.1,3257.76,-197.67,100,197.67,261.93,294.63,8.7308,257.67,99.91,12.9266,0,5.29,7.25,63.89,HIGH,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",false
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_1_SELL_1,1,1,BALANCED,historical_strategy_backtest completed seasons plus full_rules policy PLAYER_ZERO_TEAM_EXCLUDE,full_rules_static_roster,-6.3559,8.6571,4,0,2,3006.04,60.12,2875.14,-130.9,-4.3577,3066.16,2875.14,191.02,0.04,0.02,0,0,0,0.23,27.45,0,0,0,2.6,41.41,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_1_SELL_1,1,1,LOW_COST,historical_strategy_backtest completed seasons plus full_rules policy PLAYER_ZERO_TEAM_EXCLUDE,full_rules_static_roster,-2.4362,8.4299,4,0,2,2996.37,59.93,2984.48,-11.89,-0.3988,3056.3,2984.48,71.82,10.28,2.71,21.23,60.15,0.7086,17.13,47.89,0,0,0.78,3.34,49.51,MEDIUM,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_1_SELL_1,1,1,TOP_PLAYER,historical_strategy_backtest completed seasons plus full_rules policy PLAYER_ZERO_TEAM_EXCLUDE,full_rules_static_roster,-13.6135,7.7013,4,0,2,3000.41,60.01,2652.35,-348.06,-11.6032,3060.42,2652.35,408.07,0,0,0,0,0,0,0.2,0,0,0,2.42,25.47,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_1_SELL_1,1,1,VALUE_ROTATION,intraseason_trading_backtest completed seasons with synthetic round quotes,intraseason_trading,-24.6307,17.151,4.15,0.96,3.92,3000.51,117.62,2269.77,-730.74,-24.3552,3118.13,2269.77,848.36,0,0,0,0,0,0,0.2,0,0,0,2.61,0,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_1_SELL_1,1,1,MOMENTUM,intraseason_trading_backtest completed seasons with synthetic round quotes,intraseason_trading,-57.4774,23.8135,3.45,0.96,3.92,2998.67,117.55,1263.43,-1735.24,-57.8715,3116.22,1263.43,1852.79,0,0,0,0,0,0,0,0,0,0,3.24,0,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_1_SELL_1,1,1,HYBRID_VALUE_MOMENTUM,intraseason_trading_backtest completed seasons with synthetic round quotes,intraseason_trading,-15.0426,12.8787,3.65,0.233333,2.4667,2998.51,73.96,2581.8,-416.72,-13.8971,3072.48,2581.8,490.68,0,0,0,0,0,0,4.09,0,0,0,2.93,18.79,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_1_5_SELL_1_5,1.5,1.5,HOLD,intraseason_trading_backtest completed seasons with synthetic round quotes,intraseason_trading,5.2969,3.2447,3.29,0,3,3005.16,90.15,3172.86,167.69,5.5807,3095.32,3172.86,-77.54,100,77.54,115.39,133.54,3.8398,167.69,99.91,0,0,4.3,5.89,53.78,HIGH,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",false
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_1_5_SELL_1_5,1.5,1.5,VALUE,historical_strategy_backtest completed seasons plus full_rules policy PLAYER_ZERO_TEAM_EXCLUDE,full_rules_static_roster,6.5707,5.2445,4,0,3,3005.34,90.16,3233.31,227.98,7.586,3095.5,3233.31,-137.82,100,137.82,198.48,223.3,6.6042,227.98,99.44,12.9266,0,5.29,7.25,58.19,HIGH,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",false
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_1_5_SELL_1_5,1.5,1.5,BALANCED,historical_strategy_backtest completed seasons plus full_rules policy PLAYER_ZERO_TEAM_EXCLUDE,full_rules_static_roster,-6.3559,8.6571,4,0,3,2999.78,89.99,2839.3,-160.47,-5.351,3089.77,2839.3,250.47,0,0,0,0,0,0.05,22.35,0,0,0,2.6,35.73,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_1_5_SELL_1_5,1.5,1.5,LOW_COST,historical_strategy_backtest completed seasons plus full_rules policy PLAYER_ZERO_TEAM_EXCLUDE,full_rules_static_roster,-2.4362,8.4299,4,0,3,2995.14,89.85,2950.33,-44.81,-1.4976,3084.99,2950.33,134.66,0.56,0.09,0,0,0,6.66,42.06,0,0,0.78,3.34,44.17,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_1_5_SELL_1_5,1.5,1.5,TOP_PLAYER,historical_strategy_backtest completed seasons plus full_rules policy PLAYER_ZERO_TEAM_EXCLUDE,full_rules_static_roster,-13.6135,7.7013,4,0,3,2999.65,89.99,2620.95,-378.7,-12.6234,3089.64,2620.95,468.69,0,0,0,0,0,0,0.03,0,0,0,2.42,19.73,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_1_5_SELL_1_5,1.5,1.5,VALUE_ROTATION,intraseason_trading_backtest completed seasons with synthetic round quotes,intraseason_trading,-24.6307,17.151,4.15,0.96,5.88,3005.34,176.71,2212.73,-792.6,-26.3763,3182.05,2212.73,969.32,0,0,0,0,0,0,0.07,0,0,0,2.61,0,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_1_5_SELL_1_5,1.5,1.5,MOMENTUM,intraseason_trading_backtest completed seasons with synthetic round quotes,intraseason_trading,-57.4774,23.8135,3.45,0.96,5.88,3002.07,176.52,1205.8,-1796.27,-59.8298,3178.59,1205.8,1972.79,0,0,0,0,0,0,0,0,0,0,3.24,0,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_1_5_SELL_1_5,1.5,1.5,HYBRID_VALUE_MOMENTUM,intraseason_trading_backtest completed seasons with synthetic round quotes,intraseason_trading,-15.0426,12.8787,3.65,0.233333,3.7,3004.85,111.18,2550.8,-454.05,-15.1075,3116.03,2550.8,565.23,0,0,0,0,0,0,2.28,0,0,0,2.93,11.81,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_2_SELL_2,2,2,HOLD,intraseason_trading_backtest completed seasons with synthetic round quotes,intraseason_trading,5.2969,3.2447,3.29,0,4,2999.33,119.97,3137.41,138.08,4.6035,3119.3,3137.41,-18.11,80.3,20.54,54.12,69.16,1.8046,138.08,98.31,0,0,4.3,5.89,49.31,HIGH,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",false
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_2_SELL_2,2,2,VALUE,historical_strategy_backtest completed seasons plus full_rules policy PLAYER_ZERO_TEAM_EXCLUDE,full_rules_static_roster,6.5707,5.2445,4,0,4,3000.33,120.01,3197.78,197.45,6.5804,3120.35,3197.78,-77.44,98.86,77.57,139.06,164.79,4.6349,197.45,97.5,12.9266,0,5.29,7.25,52.55,HIGH,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",false
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_2_SELL_2,2,2,BALANCED,historical_strategy_backtest completed seasons plus full_rules policy PLAYER_ZERO_TEAM_EXCLUDE,full_rules_static_roster,-6.3559,8.6571,4,0,4,2996.05,119.84,2806.15,-189.9,-6.3394,3115.9,2806.15,309.75,0,0,0,0,0,0.01,17.34,0,0,0,2.6,30.05,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_2_SELL_2,2,2,LOW_COST,historical_strategy_backtest completed seasons plus full_rules policy PLAYER_ZERO_TEAM_EXCLUDE,full_rules_static_roster,-2.4362,8.4299,4,0,4,2997.72,119.91,2924.84,-72.88,-2.4304,3117.63,2924.84,192.79,0.08,0.01,0,0,0,2.58,37.11,0,0,0.78,3.34,38.65,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_2_SELL_2,2,2,TOP_PLAYER,historical_strategy_backtest completed seasons plus full_rules policy PLAYER_ZERO_TEAM_EXCLUDE,full_rules_static_roster,-13.6135,7.7013,4,0,4,3001.94,120.08,2593.83,-408.11,-13.5953,3122.02,2593.83,528.19,0,0,0,0,0,0,0.01,0,0,0,2.42,14.09,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_2_SELL_2,2,2,VALUE_ROTATION,intraseason_trading_backtest completed seasons with synthetic round quotes,intraseason_trading,-24.6307,17.151,4.15,0.96,7.84,2998.39,235.07,2152.61,-845.78,-28.203,3233.46,2152.61,1080.85,0,0,0,0,0,0,0.01,0,0,0,2.61,0,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_2_SELL_2,2,2,MOMENTUM,intraseason_trading_backtest completed seasons with synthetic round quotes,intraseason_trading,-57.4774,23.8135,3.45,0.96,7.84,3000.7,235.25,1144.08,-1856.61,-61.8582,3235.95,1144.08,2091.87,0,0,0,0,0,0,0,0,0,0,3.24,0,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_2_SELL_2,2,2,HYBRID_VALUE_MOMENTUM,intraseason_trading_backtest completed seasons with synthetic round quotes,intraseason_trading,-15.0426,12.8787,3.65,0.233333,4.9333,3002.03,148.1,2512.3,-489.73,-16.3117,3150.13,2512.3,637.83,0,0,0,0,0,0,1.12,0,0,0,2.93,4.85,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_2_5_SELL_2_5,2.5,2.5,HOLD,intraseason_trading_backtest completed seasons with synthetic round quotes,intraseason_trading,5.2969,3.2447,3.29,0,5,2998.83,149.94,3107.03,108.21,3.6093,3148.77,3107.03,41.74,3.14,0.25,0,9.73,0,108.21,91.56,0,0,4.3,5.89,48.25,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_2_5_SELL_2_5,2.5,2.5,VALUE,historical_strategy_backtest completed seasons plus full_rules policy PLAYER_ZERO_TEAM_EXCLUDE,full_rules_static_roster,6.5707,5.2445,4,0,5,3000.16,150.01,3166.5,166.34,5.5445,3150.17,3166.5,-16.33,67.84,23.8,74.76,99.96,2.4917,166.34,92.79,12.9266,0,5.29,7.25,48.63,HIGH,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",false
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_2_5_SELL_2_5,2.5,2.5,BALANCED,historical_strategy_backtest completed seasons plus full_rules policy PLAYER_ZERO_TEAM_EXCLUDE,full_rules_static_roster,-6.3559,8.6571,4,0,5,2997.13,149.86,2776.85,-220.28,-7.3503,3146.98,2776.85,370.13,0,0,0,0,0,0,12.55,0,0,0,2.6,24.33,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_2_5_SELL_2_5,2.5,2.5,LOW_COST,historical_strategy_backtest completed seasons plus full_rules policy PLAYER_ZERO_TEAM_EXCLUDE,full_rules_static_roster,-2.4362,8.4299,4,0,5,3003.81,150.19,2901,-102.81,-3.4223,3154,2901,253,0,0,0,0,0,0.72,31.85,0,0,0.78,3.34,32.97,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_2_5_SELL_2_5,2.5,2.5,TOP_PLAYER,historical_strategy_backtest completed seasons plus full_rules policy PLAYER_ZERO_TEAM_EXCLUDE,full_rules_static_roster,-13.6135,7.7013,4,0,5,3000.3,150.02,2561.38,-438.92,-14.631,3150.32,2561.38,588.94,0,0,0,0,0,0,0,0,0,0,2.42,8.31,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_2_5_SELL_2_5,2.5,2.5,VALUE_ROTATION,intraseason_trading_backtest completed seasons with synthetic round quotes,intraseason_trading,-24.6307,17.151,4.15,0.96,9.8,2989.11,292.93,2081.69,-907.42,-30.3512,3282.04,2081.69,1200.35,0,0,0,0,0,0,0,0,0,0,2.61,0,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_2_5_SELL_2_5,2.5,2.5,MOMENTUM,intraseason_trading_backtest completed seasons with synthetic round quotes,intraseason_trading,-57.4774,23.8135,3.45,0.96,9.8,3003.28,294.32,1083.74,-1919.54,-63.9159,3297.6,1083.74,2213.87,0,0,0,0,0,0,0,0,0,0,3.24,0,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_2_5_SELL_2_5,2.5,2.5,HYBRID_VALUE_MOMENTUM,intraseason_trading_backtest completed seasons with synthetic round quotes,intraseason_trading,-15.0426,12.8787,3.65,0.233333,6.1667,3004.06,185.25,2476.3,-527.76,-17.5686,3189.31,2476.3,713.01,0,0,0,0,0,0,0.5,0,0,0,2.93,0,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_3_SELL_3,3,3,HOLD,intraseason_trading_backtest completed seasons with synthetic round quotes,intraseason_trading,5.2969,3.2447,3.29,0,6,3000.75,180.04,3078.53,77.78,2.5905,3180.79,3078.53,102.26,0,0,0,0,0,77.78,80.48,0,0,4.3,5.89,42.7,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_3_SELL_3,3,3,VALUE,historical_strategy_backtest completed seasons plus full_rules policy PLAYER_ZERO_TEAM_EXCLUDE,full_rules_static_roster,6.5707,5.2445,4,0,6,3002.86,180.17,3140.1,137.24,4.5719,3183.03,3140.1,42.93,11.1,1.79,14.58,34.32,0.4855,137.24,86.31,12.9266,0,5.29,7.25,46.39,MEDIUM,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_3_SELL_3,3,3,BALANCED,historical_strategy_backtest completed seasons plus full_rules policy PLAYER_ZERO_TEAM_EXCLUDE,full_rules_static_roster,-6.3559,8.6571,4,0,6,2999.65,179.98,2749.16,-250.49,-8.348,3179.63,2749.16,430.47,0,0,0,0,0,0,8.28,0,0,0,2.6,18.63,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_3_SELL_3,3,3,LOW_COST,historical_strategy_backtest completed seasons plus full_rules policy PLAYER_ZERO_TEAM_EXCLUDE,full_rules_static_roster,-2.4362,8.4299,4,0,6,3001.51,180.09,2868.74,-132.76,-4.4242,3181.6,2868.74,312.86,0,0,0,0,0,0.15,26.55,0,0,0.78,3.34,27.27,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_3_SELL_3,3,3,TOP_PLAYER,historical_strategy_backtest completed seasons plus full_rules policy PLAYER_ZERO_TEAM_EXCLUDE,full_rules_static_roster,-13.6135,7.7013,4,0,6,3000.32,180.02,2532.08,-468.24,-15.6039,3180.34,2532.08,648.26,0,0,0,0,0,0,0,0,0,0,2.42,2.67,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_3_SELL_3,3,3,VALUE_ROTATION,intraseason_trading_backtest completed seasons with synthetic round quotes,intraseason_trading,-24.6307,17.151,4.15,0.96,11.76,3001.68,353,2034.77,-966.92,-32.2052,3354.68,2034.77,1319.92,0,0,0,0,0,0,0,0,0,0,2.61,0,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_3_SELL_3,3,3,MOMENTUM,intraseason_trading_backtest completed seasons with synthetic round quotes,intraseason_trading,-57.4774,23.8135,3.45,0.96,11.76,3004.67,353.35,1028.24,-1976.43,-65.7725,3358.02,1028.24,2329.78,0,0,0,0,0,0,0,0,0,0,3.24,0,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_3_SELL_3,3,3,HYBRID_VALUE_MOMENTUM,intraseason_trading_backtest completed seasons with synthetic round quotes,intraseason_trading,-15.0426,12.8787,3.65,0.233333,7.4,2995.48,221.67,2431.88,-563.6,-18.8244,3217.15,2431.88,785.27,0,0,0,0,0,0,0.17,0,0,0,2.93,0,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_1_5_SELL_3,1.5,3,HOLD,intraseason_trading_backtest completed seasons with synthetic round quotes,intraseason_trading,5.2969,3.2447,3.29,0,4.5,2999.67,134.99,3122.8,123.13,4.1042,3134.66,3122.8,11.86,29.54,4.11,23.99,39,0.7997,123.13,95.65,0,0,4.3,5.89,49.51,MEDIUM,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_1_5_SELL_3,1.5,3,VALUE,historical_strategy_backtest completed seasons plus full_rules policy PLAYER_ZERO_TEAM_EXCLUDE,full_rules_static_roster,6.5707,5.2445,4,0,4.5,2999.52,134.98,3181.84,182.33,6.0792,3134.49,3181.84,-47.35,91.14,48.8,103.47,128.2,3.4495,182.33,95.6,12.9266,0,5.29,7.25,50.16,HIGH,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",false
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_1_5_SELL_3,1.5,3,BALANCED,historical_strategy_backtest completed seasons plus full_rules policy PLAYER_ZERO_TEAM_EXCLUDE,full_rules_static_roster,-6.3559,8.6571,4,0,4.5,3005.58,135.25,2799.48,-206.1,-6.8529,3140.83,2799.48,341.35,0,0,0,0,0,0,14.81,0,0,0,2.6,27.17,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_1_5_SELL_3,1.5,3,LOW_COST,historical_strategy_backtest completed seasons plus full_rules policy PLAYER_ZERO_TEAM_EXCLUDE,full_rules_static_roster,-2.4362,8.4299,4,0,4.5,3003.92,135.18,2916.76,-87.16,-2.9027,3139.09,2916.76,222.34,0,0,0,0,0,1.68,34.61,0,0,0.78,3.34,35.86,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_1_5_SELL_3,1.5,3,TOP_PLAYER,historical_strategy_backtest completed seasons plus full_rules policy PLAYER_ZERO_TEAM_EXCLUDE,full_rules_static_roster,-13.6135,7.7013,4,0,4.5,3006.3,135.28,2582.19,-424.11,-14.1074,3141.58,2582.19,559.39,0,0,0,0,0,0,0,0,0,0,2.42,11.21,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_1_5_SELL_3,1.5,3,VALUE_ROTATION,intraseason_trading_backtest completed seasons with synthetic round quotes,intraseason_trading,-24.6307,17.151,4.15,0.96,8.82,3003.96,264.95,2125.62,-878.34,-29.2386,3268.9,2125.62,1143.29,0,0,0,0,0,0,0.01,0,0,0,2.61,0,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_1_5_SELL_3,1.5,3,MOMENTUM,intraseason_trading_backtest completed seasons with synthetic round quotes,intraseason_trading,-57.4774,23.8135,3.45,0.96,8.82,3001.1,264.7,1118.7,-1882.4,-62.7248,3265.79,1118.7,2147.1,0,0,0,0,0,0,0,0,0,0,3.24,0,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_1_5_SELL_3,1.5,3,HYBRID_VALUE_MOMENTUM,intraseason_trading_backtest completed seasons with synthetic round quotes,intraseason_trading,-15.0426,12.8787,3.65,0.233333,5.55,3001.49,166.58,2490.88,-510.6,-17.0089,3168.07,2490.88,677.18,0,0,0,0,0,0,0.74,0,0,0,2.93,1.16,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
REAL_MONEY_REDEEMABLE_PORTFOLIO_MODEL,"2023/24, 2024/25",20,LOW,150,BUY_2_SELL_3,2,3,HOLD,intraseason_trading_backtest completed seasons with synthetic round quotes,intraseason_trading,5.2969,3.2447,3.29,0,5,3002.52,150.13,3110.46,107.94,3.5937,3152.65,3110.46,42.19,2.38,0.21,0,8.41,0,107.94,91.48,0,0,4.3,5.89,48.26,LOW,VERY_HIGH,"Payout reale o convertibile richiede parere legale, fiscale e risk management prima di qualunque implementazione.",true
