scope,strategy,marketFrequency,maxChangesPerWindow,stopLossThreshold,takeProfitThreshold,numScenarios,avgROI,medianROI,bestROI,worstROI,volatility,pctAbove0,pctAbove7,pctAbove10,avgTrades,avgCommissions,avgPlatformRevenue,avgDeltaVsHold,overtradingRisk
completed,MOMENTUM,7,3,-5,7,2,-33.4751,-33.4751,-29.7267,-37.2235,3.7484,0.0000,0.0000,0.0000,15.0000,25.4617,2.5462,-250.6717,LOW
completed,MOMENTUM,7,3,-5,10,2,-33.4751,-33.4751,-29.7267,-37.2235,3.7484,0.0000,0.0000,0.0000,15.0000,25.4617,2.5462,-250.6717,LOW
completed,MOMENTUM,7,3,-5,15,2,-33.4751,-33.4751,-29.7267,-37.2235,3.7484,0.0000,0.0000,0.0000,15.0000,25.4617,2.5462,-250.6717,LOW
completed,MOMENTUM,7,3,-10,7,2,-33.4751,-33.4751,-29.7267,-37.2235,3.7484,0.0000,0.0000,0.0000,15.0000,25.4617,2.5462,-250.6717,LOW
completed,MOMENTUM,7,3,-10,10,2,-33.4751,-33.4751,-29.7267,-37.2235,3.7484,0.0000,0.0000,0.0000,15.0000,25.4617,2.5462,-250.6717,LOW
completed,MOMENTUM,7,3,-10,15,2,-33.4751,-33.4751,-29.7267,-37.2235,3.7484,0.0000,0.0000,0.0000,15.0000,25.4617,2.5462,-250.6717,LOW
completed,MOMENTUM,7,5,-5,7,2,-50.7333,-50.7333,-49.6735,-51.7930,1.0598,0.0000,0.0000,0.0000,25.0000,28.1424,2.8142,-267.9299,MEDIUM
completed,MOMENTUM,7,5,-5,10,2,-50.7333,-50.7333,-49.6735,-51.7930,1.0598,0.0000,0.0000,0.0000,25.0000,28.1424,2.8142,-267.9299,MEDIUM
completed,MOMENTUM,7,5,-5,15,2,-50.7333,-50.7333,-49.6735,-51.7930,1.0598,0.0000,0.0000,0.0000,25.0000,28.1424,2.8142,-267.9299,MEDIUM
completed,MOMENTUM,7,5,-10,7,2,-50.7333,-50.7333,-49.6735,-51.7930,1.0598,0.0000,0.0000,0.0000,25.0000,28.1424,2.8142,-267.9299,MEDIUM
completed,MOMENTUM,7,5,-10,10,2,-50.7333,-50.7333,-49.6735,-51.7930,1.0598,0.0000,0.0000,0.0000,25.0000,28.1424,2.8142,-267.9299,MEDIUM
completed,MOMENTUM,7,5,-10,15,2,-50.7333,-50.7333,-49.6735,-51.7930,1.0598,0.0000,0.0000,0.0000,25.0000,28.1424,2.8142,-267.9299,MEDIUM
completed,STOP_LOSS,3,1,-5,7,2,210.3538,210.3538,241.3061,179.4015,30.9523,100.0000,100.0000,100.0000,0.5000,2.2142,0.2214,-6.8428,LOW
completed,STOP_LOSS,3,1,-5,10,2,210.3538,210.3538,241.3061,179.4015,30.9523,100.0000,100.0000,100.0000,0.5000,2.2142,0.2214,-6.8428,LOW
completed,STOP_LOSS,3,1,-5,15,2,210.3538,210.3538,241.3061,179.4015,30.9523,100.0000,100.0000,100.0000,0.5000,2.2142,0.2214,-6.8428,LOW
completed,STOP_LOSS,3,1,-10,7,2,210.3538,210.3538,241.3061,179.4015,30.9523,100.0000,100.0000,100.0000,0.5000,2.2142,0.2214,-6.8428,LOW
completed,STOP_LOSS,3,1,-10,10,2,210.3538,210.3538,241.3061,179.4015,30.9523,100.0000,100.0000,100.0000,0.5000,2.2142,0.2214,-6.8428,LOW
completed,STOP_LOSS,3,1,-10,15,2,210.3538,210.3538,241.3061,179.4015,30.9523,100.0000,100.0000,100.0000,0.5000,2.2142,0.2214,-6.8428,LOW
completed,STOP_LOSS,3,3,-5,7,2,210.3538,210.3538,241.3061,179.4015,30.9523,100.0000,100.0000,100.0000,0.5000,2.2142,0.2214,-6.8428,LOW
completed,STOP_LOSS,3,3,-5,10,2,210.3538,210.3538,241.3061,179.4015,30.9523,100.0000,100.0000,100.0000,0.5000,2.2142,0.2214,-6.8428,LOW
completed,STOP_LOSS,3,3,-5,15,2,210.3538,210.3538,241.3061,179.4015,30.9523,100.0000,100.0000,100.0000,0.5000,2.2142,0.2214,-6.8428,LOW
completed,STOP_LOSS,3,3,-10,7,2,210.3538,210.3538,241.3061,179.4015,30.9523,100.0000,100.0000,100.0000,0.5000,2.2142,0.2214,-6.8428,LOW
completed,STOP_LOSS,3,3,-10,10,2,210.3538,210.3538,241.3061,179.4015,30.9523,100.0000,100.0000,100.0000,0.5000,2.2142,0.2214,-6.8428,LOW
completed,STOP_LOSS,3,3,-10,15,2,210.3538,210.3538,241.3061,179.4015,30.9523,100.0000,100.0000,100.0000,0.5000,2.2142,0.2214,-6.8428,LOW
completed,STOP_LOSS,3,5,-5,7,2,210.3538,210.3538,241.3061,179.4015,30.9523,100.0000,100.0000,100.0000,0.5000,2.2142,0.2214,-6.8428,LOW
completed,STOP_LOSS,3,5,-5,10,2,210.3538,210.3538,241.3061,179.4015,30.9523,100.0000,100.0000,100.0000,0.5000,2.2142,0.2214,-6.8428,LOW
completed,STOP_LOSS,3,5,-5,15,2,210.3538,210.3538,241.3061,179.4015,30.9523,100.0000,100.0000,100.0000,0.5000,2.2142,0.2214,-6.8428,LOW
completed,STOP_LOSS,3,5,-10,7,2,210.3538,210.3538,241.3061,179.4015,30.9523,100.0000,100.0000,100.0000,0.5000,2.2142,0.2214,-6.8428,LOW
completed,STOP_LOSS,3,5,-10,10,2,210.3538,210.3538,241.3061,179.4015,30.9523,100.0000,100.0000,100.0000,0.5000,2.2142,0.2214,-6.8428,LOW
completed,STOP_LOSS,3,5,-10,15,2,210.3538,210.3538,241.3061,179.4015,30.9523,100.0000,100.0000,100.0000,0.5000,2.2142,0.2214,-6.8428,LOW
completed,STOP_LOSS,5,1,-5,7,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,5,1,-5,10,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,5,1,-5,15,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,5,1,-10,7,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,5,1,-10,10,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,5,1,-10,15,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,5,3,-5,7,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,5,3,-5,10,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,5,3,-5,15,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,5,3,-10,7,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,5,3,-10,10,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,5,3,-10,15,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,5,5,-5,7,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,5,5,-5,10,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,5,5,-5,15,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,5,5,-10,7,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,5,5,-10,10,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,5,5,-10,15,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,7,1,-5,7,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,7,1,-5,10,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,7,1,-5,15,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,7,1,-10,7,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,7,1,-10,10,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,7,1,-10,15,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,7,3,-5,7,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,7,3,-5,10,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,7,3,-5,15,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,7,3,-10,7,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,7,3,-10,10,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,7,3,-10,15,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,7,5,-5,7,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,7,5,-5,10,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,7,5,-5,15,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,7,5,-10,7,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,7,5,-10,10,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,STOP_LOSS,7,5,-10,15,2,217.1967,217.1967,241.3061,193.0872,24.1095,100.0000,100.0000,100.0000,0.0000,2.1912,0.2191,0.0000,LOW
completed,TAKE_PROFIT,3,1,-5,7,2,-35.6986,-35.6986,-35.4359,-35.9612,0.2626,0.0000,0.0000,0.0000,10.5000,23.7950,2.3795,-252.8952,LOW
completed,TAKE_PROFIT,3,1,-5,10,2,-33.7990,-33.7990,-30.7442,-36.8539,3.0549,0.0000,0.0000,0.0000,9.0000,23.6123,2.3612,-250.9957,LOW
completed,TAKE_PROFIT,3,1,-5,15,2,-25.3318,-25.3318,-22.9395,-27.7241,2.3923,0.0000,0.0000,0.0000,4.5000,22.8307,2.2831,-242.5285,LOW
completed,TAKE_PROFIT,3,1,-10,7,2,-35.6986,-35.6986,-35.4359,-35.9612,0.2626,0.0000,0.0000,0.0000,10.5000,23.7950,2.3795,-252.8952,LOW
completed,TAKE_PROFIT,3,1,-10,10,2,-33.7990,-33.7990,-30.7442,-36.8539,3.0549,0.0000,0.0000,0.0000,9.0000,23.6123,2.3612,-250.9957,LOW
completed,TAKE_PROFIT,3,1,-10,15,2,-25.3318,-25.3318,-22.9395,-27.7241,2.3923,0.0000,0.0000,0.0000,4.5000,22.8307,2.2831,-242.5285,LOW
completed,TAKE_PROFIT,3,3,-5,7,2,-38.3054,-38.3054,-35.8018,-40.8091,2.5036,0.0000,0.0000,0.0000,18.0000,24.9133,2.4913,-255.5021,MEDIUM
completed,TAKE_PROFIT,3,3,-5,10,2,-35.5843,-35.5843,-30.3385,-40.8301,5.2458,0.0000,0.0000,0.0000,14.0000,24.1485,2.4149,-252.7810,LOW
completed,TAKE_PROFIT,3,3,-5,15,2,-25.4771,-25.4771,-22.9395,-28.0148,2.5377,0.0000,0.0000,0.0000,5.0000,22.9088,2.2909,-242.6738,LOW
completed,TAKE_PROFIT,3,3,-10,7,2,-38.3054,-38.3054,-35.8018,-40.8091,2.5036,0.0000,0.0000,0.0000,18.0000,24.9133,2.4913,-255.5021,MEDIUM
completed,TAKE_PROFIT,3,3,-10,10,2,-35.5843,-35.5843,-30.3385,-40.8301,5.2458,0.0000,0.0000,0.0000,14.0000,24.1485,2.4149,-252.7810,LOW
completed,TAKE_PROFIT,3,3,-10,15,2,-25.4771,-25.4771,-22.9395,-28.0148,2.5377,0.0000,0.0000,0.0000,5.0000,22.9088,2.2909,-242.6738,LOW
completed,TAKE_PROFIT,3,5,-5,7,2,-38.3334,-38.3334,-35.8018,-40.8650,2.5316,0.0000,0.0000,0.0000,17.5000,24.8306,2.4831,-255.5301,MEDIUM
completed,TAKE_PROFIT,3,5,-5,10,2,-35.6123,-35.6123,-30.3385,-40.8861,5.2738,0.0000,0.0000,0.0000,13.5000,24.0658,2.4066,-252.8090,LOW
completed,TAKE_PROFIT,3,5,-5,15,2,-25.4771,-25.4771,-22.9395,-28.0148,2.5377,0.0000,0.0000,0.0000,5.0000,22.9088,2.2909,-242.6738,LOW
completed,TAKE_PROFIT,3,5,-10,7,2,-38.3334,-38.3334,-35.8018,-40.8650,2.5316,0.0000,0.0000,0.0000,17.5000,24.8306,2.4831,-255.5301,MEDIUM
completed,TAKE_PROFIT,3,5,-10,10,2,-35.6123,-35.6123,-30.3385,-40.8861,5.2738,0.0000,0.0000,0.0000,13.5000,24.0658,2.4066,-252.8090,LOW
completed,TAKE_PROFIT,3,5,-10,15,2,-25.4771,-25.4771,-22.9395,-28.0148,2.5377,0.0000,0.0000,0.0000,5.0000,22.9088,2.2909,-242.6738,LOW
completed,TAKE_PROFIT,5,1,-5,7,2,-30.4016,-30.4016,-29.7080,-31.0953,0.6936,0.0000,0.0000,0.0000,6.5000,23.6481,2.3648,-247.5983,LOW
completed,TAKE_PROFIT,5,1,-5,10,2,-28.9777,-28.9777,-25.4604,-32.4950,3.5173,0.0000,0.0000,0.0000,6.5000,23.8659,2.3866,-246.1743,LOW
completed,TAKE_PROFIT,5,1,-5,15,2,-24.6727,-24.6727,-22.5739,-26.7715,2.0988,0.0000,0.0000,0.0000,5.0000,23.5298,2.3530,-241.8694,LOW
completed,TAKE_PROFIT,5,1,-10,7,2,-30.4016,-30.4016,-29.7080,-31.0953,0.6936,0.0000,0.0000,0.0000,6.5000,23.6481,2.3648,-247.5983,LOW
completed,TAKE_PROFIT,5,1,-10,10,2,-28.9777,-28.9777,-25.4604,-32.4950,3.5173,0.0000,0.0000,0.0000,6.5000,23.8659,2.3866,-246.1743,LOW
completed,TAKE_PROFIT,5,1,-10,15,2,-24.6727,-24.6727,-22.5739,-26.7715,2.0988,0.0000,0.0000,0.0000,5.0000,23.5298,2.3530,-241.8694,LOW
completed,TAKE_PROFIT,5,3,-5,7,2,-35.3763,-35.3763,-33.6772,-37.0753,1.6991,0.0000,0.0000,0.0000,13.5000,25.4525,2.5453,-252.5729,LOW
completed,TAKE_PROFIT,5,3,-5,10,2,-29.9930,-29.9930,-26.5151,-33.4710,3.4780,0.0000,0.0000,0.0000,11.5000,24.8501,2.4850,-247.1897,LOW
completed,TAKE_PROFIT,5,3,-5,15,2,-25.0407,-25.0407,-23.3100,-26.7715,1.7307,0.0000,0.0000,0.0000,6.0000,23.7617,2.3762,-242.2374,LOW
completed,TAKE_PROFIT,5,3,-10,7,2,-35.3763,-35.3763,-33.6772,-37.0753,1.6991,0.0000,0.0000,0.0000,13.5000,25.4525,2.5453,-252.5729,LOW
completed,TAKE_PROFIT,5,3,-10,10,2,-29.9930,-29.9930,-26.5151,-33.4710,3.4780,0.0000,0.0000,0.0000,11.5000,24.8501,2.4850,-247.1897,LOW
completed,TAKE_PROFIT,5,3,-10,15,2,-25.0407,-25.0407,-23.3100,-26.7715,1.7307,0.0000,0.0000,0.0000,6.0000,23.7617,2.3762,-242.2374,LOW
completed,TAKE_PROFIT,5,5,-5,7,2,-35.2960,-35.2960,-33.5166,-37.0753,1.7794,0.0000,0.0000,0.0000,14.5000,25.7516,2.5752,-252.4926,LOW
completed,TAKE_PROFIT,5,5,-5,10,2,-29.9142,-29.9142,-26.5151,-33.3134,3.3992,0.0000,0.0000,0.0000,12.0000,25.0901,2.5090,-247.1109,LOW
completed,TAKE_PROFIT,5,5,-5,15,2,-25.0407,-25.0407,-23.3100,-26.7715,1.7307,0.0000,0.0000,0.0000,6.0000,23.7617,2.3762,-242.2374,LOW
completed,TAKE_PROFIT,5,5,-10,7,2,-35.2960,-35.2960,-33.5166,-37.0753,1.7794,0.0000,0.0000,0.0000,14.5000,25.7516,2.5752,-252.4926,LOW
completed,TAKE_PROFIT,5,5,-10,10,2,-29.9142,-29.9142,-26.5151,-33.3134,3.3992,0.0000,0.0000,0.0000,12.0000,25.0901,2.5090,-247.1109,LOW
completed,TAKE_PROFIT,5,5,-10,15,2,-25.0407,-25.0407,-23.3100,-26.7715,1.7307,0.0000,0.0000,0.0000,6.0000,23.7617,2.3762,-242.2374,LOW
completed,TAKE_PROFIT,7,1,-5,7,2,-31.5590,-31.5590,-26.9749,-36.1432,4.5841,0.0000,0.0000,0.0000,5.0000,23.1674,2.3167,-248.7557,LOW
completed,TAKE_PROFIT,7,1,-5,10,2,-26.6408,-26.6408,-26.3066,-26.9749,0.3342,0.0000,0.0000,0.0000,4.5000,22.9574,2.2957,-243.8374,LOW
completed,TAKE_PROFIT,7,1,-5,15,2,-22.5777,-22.5777,-18.8736,-26.2819,3.7041,0.0000,0.0000,0.0000,2.0000,22.6187,2.2619,-239.7744,LOW
completed,TAKE_PROFIT,7,1,-10,7,2,-31.5590,-31.5590,-26.9749,-36.1432,4.5841,0.0000,0.0000,0.0000,5.0000,23.1674,2.3167,-248.7557,LOW
completed,TAKE_PROFIT,7,1,-10,10,2,-26.6408,-26.6408,-26.3066,-26.9749,0.3342,0.0000,0.0000,0.0000,4.5000,22.9574,2.2957,-243.8374,LOW
completed,TAKE_PROFIT,7,1,-10,15,2,-22.5777,-22.5777,-18.8736,-26.2819,3.7041,0.0000,0.0000,0.0000,2.0000,22.6187,2.2619,-239.7744,LOW
completed,TAKE_PROFIT,7,3,-5,7,2,-32.6421,-32.6421,-28.8139,-36.4702,3.8281,0.0000,0.0000,0.0000,7.0000,23.4856,2.3486,-249.8388,LOW
completed,TAKE_PROFIT,7,3,-5,10,2,-27.5603,-27.5603,-26.3066,-28.8139,1.2537,0.0000,0.0000,0.0000,5.5000,23.0545,2.3054,-244.7569,LOW
completed,TAKE_PROFIT,7,3,-5,15,2,-22.5777,-22.5777,-18.8736,-26.2819,3.7041,0.0000,0.0000,0.0000,2.0000,22.6187,2.2619,-239.7744,LOW
completed,TAKE_PROFIT,7,3,-10,7,2,-32.6421,-32.6421,-28.8139,-36.4702,3.8281,0.0000,0.0000,0.0000,7.0000,23.4856,2.3486,-249.8388,LOW
completed,TAKE_PROFIT,7,3,-10,10,2,-27.5603,-27.5603,-26.3066,-28.8139,1.2537,0.0000,0.0000,0.0000,5.5000,23.0545,2.3054,-244.7569,LOW
completed,TAKE_PROFIT,7,3,-10,15,2,-22.5777,-22.5777,-18.8736,-26.2819,3.7041,0.0000,0.0000,0.0000,2.0000,22.6187,2.2619,-239.7744,LOW
completed,TAKE_PROFIT,7,5,-5,7,2,-32.6421,-32.6421,-28.8139,-36.4702,3.8281,0.0000,0.0000,0.0000,7.0000,23.4856,2.3486,-249.8388,LOW
completed,TAKE_PROFIT,7,5,-5,10,2,-27.5603,-27.5603,-26.3066,-28.8139,1.2537,0.0000,0.0000,0.0000,5.5000,23.0545,2.3054,-244.7569,LOW
completed,TAKE_PROFIT,7,5,-5,15,2,-22.5777,-22.5777,-18.8736,-26.2819,3.7041,0.0000,0.0000,0.0000,2.0000,22.6187,2.2619,-239.7744,LOW
completed,TAKE_PROFIT,7,5,-10,7,2,-32.6421,-32.6421,-28.8139,-36.4702,3.8281,0.0000,0.0000,0.0000,7.0000,23.4856,2.3486,-249.8388,LOW
completed,TAKE_PROFIT,7,5,-10,10,2,-27.5603,-27.5603,-26.3066,-28.8139,1.2537,0.0000,0.0000,0.0000,5.5000,23.0545,2.3054,-244.7569,LOW
completed,TAKE_PROFIT,7,5,-10,15,2,-22.5777,-22.5777,-18.8736,-26.2819,3.7041,0.0000,0.0000,0.0000,2.0000,22.6187,2.2619,-239.7744,LOW
completed,HYBRID_VALUE_MOMENTUM,3,1,-5,7,2,115.1084,115.1084,121.1717,109.0452,6.0633,100.0000,100.0000,100.0000,7.5000,2.9882,0.2988,-102.0882,LOW
completed,HYBRID_VALUE_MOMENTUM,3,1,-5,10,2,115.1084,115.1084,121.1717,109.0452,6.0633,100.0000,100.0000,100.0000,7.5000,2.9882,0.2988,-102.0882,LOW
completed,HYBRID_VALUE_MOMENTUM,3,1,-5,15,2,115.1084,115.1084,121.1717,109.0452,6.0633,100.0000,100.0000,100.0000,7.5000,2.9882,0.2988,-102.0882,LOW
completed,HYBRID_VALUE_MOMENTUM,3,1,-10,7,2,115.1084,115.1084,121.1717,109.0452,6.0633,100.0000,100.0000,100.0000,7.5000,2.9882,0.2988,-102.0882,LOW
completed,HYBRID_VALUE_MOMENTUM,3,1,-10,10,2,115.1084,115.1084,121.1717,109.0452,6.0633,100.0000,100.0000,100.0000,7.5000,2.9882,0.2988,-102.0882,LOW
completed,HYBRID_VALUE_MOMENTUM,3,1,-10,15,2,115.1084,115.1084,121.1717,109.0452,6.0633,100.0000,100.0000,100.0000,7.5000,2.9882,0.2988,-102.0882,LOW
completed,HYBRID_VALUE_MOMENTUM,3,3,-5,7,2,105.6925,105.6925,120.4935,90.8915,14.8010,100.0000,100.0000,100.0000,10.5000,3.7457,0.3746,-111.5042,LOW
completed,HYBRID_VALUE_MOMENTUM,3,3,-5,10,2,105.6925,105.6925,120.4935,90.8915,14.8010,100.0000,100.0000,100.0000,10.5000,3.7457,0.3746,-111.5042,LOW
completed,HYBRID_VALUE_MOMENTUM,3,3,-5,15,2,105.6925,105.6925,120.4935,90.8915,14.8010,100.0000,100.0000,100.0000,10.5000,3.7457,0.3746,-111.5042,LOW
completed,HYBRID_VALUE_MOMENTUM,3,3,-10,7,2,105.6925,105.6925,120.4935,90.8915,14.8010,100.0000,100.0000,100.0000,10.5000,3.7457,0.3746,-111.5042,LOW
completed,HYBRID_VALUE_MOMENTUM,3,3,-10,10,2,105.6925,105.6925,120.4935,90.8915,14.8010,100.0000,100.0000,100.0000,10.5000,3.7457,0.3746,-111.5042,LOW
completed,HYBRID_VALUE_MOMENTUM,3,3,-10,15,2,105.6925,105.6925,120.4935,90.8915,14.8010,100.0000,100.0000,100.0000,10.5000,3.7457,0.3746,-111.5042,LOW
completed,HYBRID_VALUE_MOMENTUM,3,5,-5,7,2,105.6925,105.6925,120.4935,90.8915,14.8010,100.0000,100.0000,100.0000,10.5000,3.7457,0.3746,-111.5042,LOW
completed,HYBRID_VALUE_MOMENTUM,3,5,-5,10,2,105.6925,105.6925,120.4935,90.8915,14.8010,100.0000,100.0000,100.0000,10.5000,3.7457,0.3746,-111.5042,LOW
completed,HYBRID_VALUE_MOMENTUM,3,5,-5,15,2,105.6925,105.6925,120.4935,90.8915,14.8010,100.0000,100.0000,100.0000,10.5000,3.7457,0.3746,-111.5042,LOW
completed,HYBRID_VALUE_MOMENTUM,3,5,-10,7,2,105.6925,105.6925,120.4935,90.8915,14.8010,100.0000,100.0000,100.0000,10.5000,3.7457,0.3746,-111.5042,LOW
completed,HYBRID_VALUE_MOMENTUM,3,5,-10,10,2,105.6925,105.6925,120.4935,90.8915,14.8010,100.0000,100.0000,100.0000,10.5000,3.7457,0.3746,-111.5042,LOW
completed,HYBRID_VALUE_MOMENTUM,3,5,-10,15,2,105.6925,105.6925,120.4935,90.8915,14.8010,100.0000,100.0000,100.0000,10.5000,3.7457,0.3746,-111.5042,LOW
completed,HYBRID_VALUE_MOMENTUM,5,1,-5,7,2,172.7394,172.7394,208.6453,136.8335,35.9059,100.0000,100.0000,100.0000,3.0000,2.9600,0.2960,-44.4573,LOW
completed,HYBRID_VALUE_MOMENTUM,5,1,-5,10,2,172.7394,172.7394,208.6453,136.8335,35.9059,100.0000,100.0000,100.0000,3.0000,2.9600,0.2960,-44.4573,LOW
completed,HYBRID_VALUE_MOMENTUM,5,1,-5,15,2,172.7394,172.7394,208.6453,136.8335,35.9059,100.0000,100.0000,100.0000,3.0000,2.9600,0.2960,-44.4573,LOW
completed,HYBRID_VALUE_MOMENTUM,5,1,-10,7,2,172.7394,172.7394,208.6453,136.8335,35.9059,100.0000,100.0000,100.0000,3.0000,2.9600,0.2960,-44.4573,LOW
completed,HYBRID_VALUE_MOMENTUM,5,1,-10,10,2,172.7394,172.7394,208.6453,136.8335,35.9059,100.0000,100.0000,100.0000,3.0000,2.9600,0.2960,-44.4573,LOW
completed,HYBRID_VALUE_MOMENTUM,5,1,-10,15,2,172.7394,172.7394,208.6453,136.8335,35.9059,100.0000,100.0000,100.0000,3.0000,2.9600,0.2960,-44.4573,LOW
completed,HYBRID_VALUE_MOMENTUM,5,3,-5,7,2,163.6968,163.6968,208.6453,118.7483,44.9485,100.0000,100.0000,100.0000,4.5000,3.3243,0.3324,-53.4999,LOW
completed,HYBRID_VALUE_MOMENTUM,5,3,-5,10,2,163.6968,163.6968,208.6453,118.7483,44.9485,100.0000,100.0000,100.0000,4.5000,3.3243,0.3324,-53.4999,LOW
completed,HYBRID_VALUE_MOMENTUM,5,3,-5,15,2,163.6968,163.6968,208.6453,118.7483,44.9485,100.0000,100.0000,100.0000,4.5000,3.3243,0.3324,-53.4999,LOW
completed,HYBRID_VALUE_MOMENTUM,5,3,-10,7,2,163.6968,163.6968,208.6453,118.7483,44.9485,100.0000,100.0000,100.0000,4.5000,3.3243,0.3324,-53.4999,LOW
completed,HYBRID_VALUE_MOMENTUM,5,3,-10,10,2,163.6968,163.6968,208.6453,118.7483,44.9485,100.0000,100.0000,100.0000,4.5000,3.3243,0.3324,-53.4999,LOW
completed,HYBRID_VALUE_MOMENTUM,5,3,-10,15,2,163.6968,163.6968,208.6453,118.7483,44.9485,100.0000,100.0000,100.0000,4.5000,3.3243,0.3324,-53.4999,LOW
